1899 13838
72 314 3.0
72 336 1.0
72 557 1.0
72 626 11.0
72 632 1.0
72 903 1.0
72 1066 3.0
72 1110 15.0
72 1160 1.0
72 1313 1.0
72 1416 1.0
73 7 1.0
73 71 4.0
73 72 6.0
73 307 4.0
73 453 3.0
73 1158 1.0
74 51 1.0
74 83 2.0
74 274 3.0
74 300 3.0
74 315 1.0
74 453 7.0
74 574 1.0
74 1123 1.0
74 1125 1.0
75 31 1.0
75 170 1.0
75 232 2.0
75 366 1.0
75 401 1.0
75 516 5.0
75 941 4.0
75 1157 2.0
75 1337 1.0
76 71 1.0
76 314 2.0
76 796 2.0
76 868 2.0
76 1002 4.0
76 1066 1.0
77 24 2.0
77 26 1.0
77 37 1.0
77 45 7.0
77 63 1.0
77 76 1.0
77 79 1.0
77 108 1.0
77 197 1.0
77 202 7.0
77 203 1.0
77 274 6.0
77 295 5.0
77 305 1.0
77 307 7.0
77 314 5.0
77 319 1.0
77 326 1.0
77 332 1.0
77 350 1.0
77 353 1.0
77 445 6.0
77 447 8.0
77 451 11.0
77 454 1.0
77 458 1.0
77 519 11.0
77 520 1.0
77 715 1.0
77 766 1.0
77 782 1.0
77 788 1.0
77 799 2.0
77 815 1.0
77 926 1.0
77 1105 1.0
77 1470 2.0
77 1472 1.0
77 1473 1.0
78 747 3.0
79 3 1.0
79 574 4.0
79 886 1.0
79 895 2.0
80 7 2.0
80 65 4.0
80 72 1.0
80 89 1.0
80 202 2.0
80 291 1.0
80 314 2.0
80 626 1.0
80 631 3.0
80 796 1.0
80 852 1.0
80 1156 3.0
81 72 1.0
81 237 3.0
81 796 3.0
81 875 1.0
81 1111 3.0
81 1128 1.0
82 16 1.0
82 50 2.0
82 149 1.0
82 150 1.0
82 254 5.0
82 280 2.0
82 297 6.0
82 402 1.0
82 437 1.0
82 500 1.0
82 534 1.0
82 557 1.0
82 626 1.0
82 1158 4.0
82 1187 1.0
82 1311 1.0
82 1456 1.0
82 1510 1.0
83 7 2.0
83 43 2.0
83 44 3.0
83 50 5.0
83 55 7.0
83 65 6.0
83 68 7.0
83 77 1.0
83 82 2.0
83 134 1.0
83 216 1.0
83 236 18.0
83 278 1.0
83 280 1.0
83 314 3.0
83 325 3.0
83 445 10.0
83 456 5.0
83 701 14.0
83 713 5.0
83 719 2.0
83 782 1.0
83 865 1.0
83 905 1.0
83 918 2.0
83 947 5.0
83 1005 1.0
83 1072 1.0
83 1227 1.0
83 1363 11.0
83 1463 4.0
84 3 4.0
84 9 1.0
84 18 1.0
84 23 1.0
84 39 1.0
84 58 10.0
84 68 1.0
84 77 17.0
84 134 1.0
84 202 1.0
84 205 14.0
84 232 1.0
84 274 1.0
84 280 1.0
84 300 1.0
84 309 1.0
84 314 3.0
84 316 10.0
84 322 2.0
84 451 9.0
84 464 1.0
84 519 3.0
84 521 1.0
84 581 1.0
84 613 1.0
84 626 1.0
84 637 1.0
84 645 1.0
84 736 1.0
84 747 1.0
84 829 1.0
84 951 3.0
84 957 1.0
84 1041 1.0
84 1157 17.0
84 1335 1.0
84 1540 1.0
85 3 1.0
85 736 3.0
86 3 1.0
86 7 2.0
86 276 1.0
87 3 1.0
87 7 2.0
87 39 7.0
87 44 6.0
87 53 5.0
87 65 2.0
87 77 12.0
87 237 4.0
87 270 1.0
87 277 1.0
87 278 2.0
87 445 5.0
87 583 5.0
87 586 1.0
87 626 4.0
87 719 4.0
87 914 20.0
87 971 2.0
87 1007 1.0
87 1066 1.0
87 1094 2.0
87 1410 1.0
88 3 4.0
88 50 5.0
88 58 14.0
88 87 58.0
88 125 1.0
88 209 7.0
88 274 1.0
88 299 2.0
88 316 4.0
88 332 1.0
88 343 1.0
88 396 1.0
88 451 1.0
88 631 4.0
88 801 1.0
88 874 3.0
88 886 1.0
88 973 2.0
88 1157 20.0
88 1321 1.0
88 1545 1.0
88 1546 1.0
89 77 1.0
89 445 2.0
89 471 1.0
89 519 3.0
89 719 6.0
89 918 1.0
89 958 3.0
89 1002 3.0
89 1156 2.0
90 19 11.0
90 58 1.0
90 108 1.0
90 125 2.0
90 134 2.0
90 137 1.0
90 172 1.0
90 266 6.0
90 274 1.0
90 300 5.0
90 309 7.0
90 316 11.0
90 364 2.0
90 365 1.0
90 448 2.0
90 613 1.0
90 640 1.0
90 645 3.0
90 646 1.0
90 666 1.0
90 695 3.0
90 715 7.0
90 748 1.0
90 780 1.0
90 796 7.0
90 821 1.0
90 951 36.0
90 958 4.0
90 976 1.0
90 993 1.0
90 1157 1.0
90 1335 8.0
90 1444 13.0
90 1457 1.0
91 71 1.0
91 460 1.0
91 1037 1.0
91 1079 1.0
91 1356 1.0
91 1402 1.0
91 1427 1.0
92 3 2.0
92 43 3.0
92 76 1.0
92 84 2.0
92 90 1.0
92 91 1.0
92 101 3.0
92 113 2.0
92 137 2.0
92 140 1.0
92 144 1.0
92 202 3.0
92 224 1.0
92 310 1.0
92 317 4.0
92 322 2.0
92 325 4.0
92 326 3.0
92 332 1.0
92 334 1.0
92 336 3.0
92 338 2.0
92 351 2.0
92 458 1.0
92 460 3.0
92 480 1.0
92 520 1.0
92 540 1.0
92 631 1.0
92 697 2.0
92 711 1.0
92 796 3.0
92 889 1.0
92 916 1.0
92 920 2.0
92 945 2.0
92 972 4.0
92 1031 1.0
92 1037 2.0
92 1068 3.0
92 1079 1.0
92 1090 1.0
92 1111 4.0
92 1290 1.0
92 1356 4.0
92 1382 2.0
92 1401 1.0
92 1434 2.0
92 1585 1.0
93 36 89.0
93 50 19.0
93 58 1.0
93 59 9.0
93 65 9.0
93 77 42.0
93 160 1.0
93 174 6.0
93 236 3.0
93 445 2.0
93 447 13.0
93 588 2.0
93 590 1.0
93 605 3.0
93 621 6.0
93 717 1.0
93 835 3.0
93 1002 1.0
93 1066 1.0
93 1254 3.0
93 1278 1.0
94 38 5.0
94 65 2.0
94 378 1.0
94 569 1.0
94 726 1.0
94 904 1.0
94 1018 2.0
94 1591 1.0
94 1592 1.0
94 1593 1.0
95 58 2.0
95 75 3.0
95 76 2.0
95 81 1.0
95 92 6.0
95 202 5.0
95 213 3.0
95 326 4.0
95 338 1.0
95 458 3.0
95 460 4.0
95 535 1.0
95 972 5.0
95 1086 1.0
95 1090 1.0
95 1111 2.0
95 1134 1.0
95 1402 1.0
96 39 2.0
96 205 2.0
97 45 5.0
98 50 4.0
98 65 1.0
98 71 2.0
98 90 1.0
98 93 1.0
98 134 1.0
98 143 1.0
98 212 6.0
98 218 2.0
98 232 1.0
98 332 1.0
98 442 1.0
98 451 10.0
98 461 2.0
98 520 1.0
98 534 1.0
98 552 1.0
98 633 1.0
98 748 16.0
98 852 1.0
98 943 2.0
98 1126 1.0
98 1127 2.0
98 1157 6.0
98 1158 2.0
98 1260 1.0
98 1355 1.0
98 1372 7.0
98 1606 1.0
99 3 1.0
100 5 3.0
100 7 3.0
100 21 21.0
100 83 1.0
100 93 1.0
100 290 7.0
100 316 5.0
100 329 1.0
100 335 23.0
100 337 9.0
100 348 2.0
100 366 1.0
100 451 4.0
100 548 2.0
100 633 2.0
100 852 1.0
100 1107 2.0
100 1113 3.0
100 1589 1.0
101 83 1.0
101 95 2.0
102 21 4.0
102 37 2.0
102 51 2.0
102 205 3.0
102 519 1.0
102 869 2.0
102 886 2.0
103 5 6.0
103 95 6.0
103 108 1.0
103 143 1.0
103 202 3.0
103 266 11.0
103 275 2.0
103 335 22.0
103 336 10.0
103 337 2.0
103 338 1.0
103 351 1.0
103 386 10.0
103 392 4.0
103 448 1.0
103 458 6.0
103 460 4.0
103 464 3.0
103 467 2.0
103 548 1.0
103 640 2.0
103 796 1.0
103 889 2.0
103 972 5.0
103 1026 1.0
103 1055 1.0
103 1079 1.0
103 1111 14.0
103 1118 1.0
103 1290 1.0
103 1313 1.0
103 1519 5.0
103 1521 1.0
104 19 1.0
104 39 2.0
104 58 3.0
104 66 5.0
104 68 2.0
104 100 2.0
104 151 1.0
104 194 1.0
104 202 1.0
104 208 2.0
104 215 3.0
104 216 4.0
104 225 1.0
104 274 3.0
104 300 2.0
104 319 3.0
104 322 9.0
104 332 3.0
104 337 3.0
104 447 3.0
104 459 1.0
104 463 7.0
104 467 1.0
104 536 5.0
104 599 1.0
104 626 1.0
104 639 1.0
104 646 1.0
104 697 1.0
104 748 5.0
104 756 2.0
104 763 2.0
104 791 1.0
104 802 1.0
104 894 1.0
104 950 1.0
104 954 1.0
104 1001 1.0
104 1121 1.0
104 1168 1.0
104 1258 1.0
104 1277 4.0
104 1368 1.0
104 1400 2.0
105 61 1.0
105 83 9.0
105 84 1.0
105 85 2.0
105 100 4.0
105 102 3.0
105 133 1.0
105 164 1.0
105 197 8.0
105 212 5.0
105 225 5.0
105 236 1.0
105 244 1.0
105 278 1.0
105 337 10.0
105 605 1.0
105 640 1.0
105 699 2.0
105 713 5.0
105 718 1.0
105 760 3.0
105 865 1.0
105 868 10.0
105 884 1.0
105 918 3.0
105 959 1.0
105 1002 1.0
105 1010 1.0
105 1043 1.0
105 1117 1.0
105 1209 2.0
105 1287 2.0
105 1349 1.0
105 1474 1.0
105 1529 1.0
105 1641 1.0
105 1642 1.0
106 44 3.0
106 92 1.0
106 216 2.0
106 336 1.0
106 338 1.0
106 467 3.0
106 719 3.0
106 786 1.0
106 958 1.0
107 42 4.0
107 45 2.0
107 48 2.0
107 50 4.0
107 61 2.0
107 71 2.0
107 72 2.0
107 77 2.0
107 100 10.0
107 196 1.0
107 216 6.0
107 237 11.0
107 244 1.0
107 245 2.0
107 277 1.0
107 295 1.0
107 338 1.0
107 445 3.0
107 457 2.0
107 621 2.0
107 693 1.0
107 699 3.0
107 918 3.0
107 954 2.0
107 1035 4.0
107 1043 1.0
107 1170 2.0
108 5 9.0
108 36 12.0
108 67 7.0
108 72 1.0
108 200 3.0
108 215 14.0
108 221 2.0
108 225 14.0
108 244 8.0
108 462 19.0
108 573 3.0
108 719 1.0
108 797 2.0
108 918 7.0
108 1004 3.0
108 1177 4.0
109 307 1.0
109 599 1.0
110 98 3.0
110 344 2.0
110 961 5.0
111 21 33.0
111 39 3.0
111 87 8.0
111 105 10.0
111 108 1.0
111 149 1.0
111 202 4.0
111 334 1.0
111 633 4.0
111 760 4.0
112 7 3.0
112 203 1.0
112 325 6.0
112 332 2.0
112 460 2.0
112 920 2.0
112 1105 1.0
112 1368 2.0
113 39 1.0
113 115 1.0
113 218 2.0
113 334 1.0
113 385 1.0
113 535 4.0
113 891 1.0
113 921 1.0
113 1287 4.0
113 1400 1.0
113 1401 1.0
114 45 8.0
114 81 1.0
114 124 1.0
114 212 1.0
114 216 1.0
114 226 3.0
114 263 2.0
114 340 2.0
114 396 1.0
114 454 1.0
114 463 3.0
114 465 5.0
114 539 1.0
114 631 1.0
114 641 4.0
114 658 1.0
114 713 2.0
114 795 2.0
114 800 4.0
114 887 7.0
114 1089 5.0
114 1091 4.0
114 1248 4.0
114 1296 1.0
114 1610 1.0
115 213 1.0
115 218 1.0
115 308 1.0
115 337 1.0
115 447 1.0
115 451 1.0
115 748 2.0
115 796 1.0
115 1382 2.0
115 1400 1.0
115 1401 1.0
116 3 1.0
116 7 1.0
116 18 4.0
116 81 2.0
116 107 1.0
116 171 1.0
116 225 3.0
116 295 1.0
116 315 1.0
116 344 5.0
116 444 1.0
116 534 2.0
116 699 1.0
116 717 3.0
116 840 1.0
116 888 3.0
116 891 1.0
116 921 2.0
116 926 1.0
116 990 2.0
116 1103 1.0
116 1110 1.0
116 1666 1.0
116 1674 1.0
116 1675 1.0
117 105 5.0
117 107 1.0
117 331 2.0
117 338 1.0
117 457 2.0
117 461 2.0
117 800 5.0
117 888 3.0
118 207 2.0
118 315 1.0
118 1245 2.0
119 7 1.0
119 38 3.0
119 58 3.0
119 87 1.0
119 332 4.0
119 748 2.0
119 763 1.0
119 829 1.0
119 959 3.0
119 973 2.0
120 87 1.0
120 93 5.0
120 110 5.0
120 155 2.0
120 212 3.0
120 346 7.0
120 631 4.0
120 636 2.0
120 763 1.0
120 961 3.0
120 1031 1.0
120 1235 5.0
120 1372 1.0
121 21 18.0
121 49 1.0
121 155 2.0
121 238 2.0
121 290 20.0
121 295 17.0
121 336 15.0
121 338 15.0
121 343 2.0
121 386 1.0
121 393 1.0
121 490 2.0
121 557 1.0
121 651 2.0
121 890 1.0
121 1026 1.0
121 1113 1.0
121 1208 3.0
121 1245 5.0
121 1318 3.0
121 1461 1.0
122 3 1.0
122 223 23.0
122 451 4.0
122 574 12.0
122 885 3.0
123 37 1.0
123 39 5.0
123 59 2.0
123 63 8.0
123 69 3.0
123 71 3.0
123 77 3.0
123 84 3.0
123 87 1.0
123 88 27.0
123 98 11.0
123 104 1.0
123 122 8.0
123 205 1.0
123 282 5.0
123 293 4.0
123 442 1.0
123 445 1.0
123 605 6.0
123 637 5.0
123 657 2.0
123 717 6.0
123 719 3.0
123 748 6.0
123 760 1.0
123 761 4.0
123 782 3.0
123 801 1.0
123 823 1.0
123 903 1.0
123 954 4.0
123 959 4.0
123 1247 1.0
123 1254 3.0
123 1269 1.0
123 1323 1.0
123 1696 1.0
124 109 3.0
124 123 3.0
124 208 2.0
124 341 2.0
124 1089 5.0
124 1461 1.0
125 7 1.0
125 53 3.0
125 55 9.0
125 59 3.0
125 72 5.0
125 75 1.0
125 82 3.0
125 92 2.0
125 95 2.0
125 98 2.0
125 107 1.0
125 196 3.0
125 237 1.0
125 280 4.0
125 308 1.0
125 326 1.0
125 345 1.0
125 445 6.0
125 461 1.0
125 463 3.0
125 468 3.0
125 626 1.0
125 760 2.0
125 802 6.0
125 805 2.0
125 865 6.0
125 903 1.0
125 957 1.0
125 958 3.0
125 961 3.0
125 962 4.0
125 1015 2.0
125 1068 4.0
125 1232 2.0
125 1253 2.0
125 1254 4.0
125 1279 2.0
125 1280 2.0
125 1387 1.0
125 1581 2.0
125 1704 1.0
126 11 2.0
126 447 1.0
126 464 2.0
126 644 2.0
127 326 1.0
127 343 1.0
127 533 2.0
127 548 1.0
127 574 3.0
128 88 4.0
128 337 3.0
128 458 1.0
128 467 5.0
128 943 1.0
128 1093 2.0
129 44 2.0
129 90 4.0
129 95 1.0
129 1009 1.0
130 7 2.0
130 24 2.0
130 39 8.0
130 55 12.0
130 58 4.0
130 68 1.0
130 77 7.0
130 84 3.0
130 111 2.0
130 119 3.0
130 122 1.0
130 270 5.0
130 379 2.0
130 442 1.0
130 445 4.0
130 581 1.0
130 717 3.0
130 734 1.0
130 760 1.0
130 772 1.0
130 802 4.0
130 962 11.0
130 1010 4.0
130 1066 3.0
130 1116 11.0
130 1253 7.0
130 1280 6.0
130 1306 2.0
130 1366 1.0
131 87 3.0
131 125 1.0
131 347 11.0
131 461 4.0
131 1031 3.0
131 1208 2.0
131 1365 2.0
131 1723 1.0
132 175 1.0
132 325 2.0
132 335 6.0
132 447 2.0
132 978 2.0
132 1089 1.0
132 1277 2.0
133 5 10.0
133 71 3.0
133 98 9.0
133 103 3.0
133 116 4.0
133 227 12.0
133 254 2.0
133 263 2.0
133 266 3.0
133 270 3.0
133 310 2.0
133 316 2.0
133 327 4.0
133 337 5.0
133 344 3.0
133 348 2.0
133 351 3.0
133 363 2.0
133 364 2.0
133 415 2.0
133 449 1.0
133 473 1.0
133 516 1.0
133 652 1.0
133 926 1.0
133 958 3.0
133 973 1.0
133 1179 1.0
133 1208 8.0
133 1750 1.0
134 66 2.0
134 100 1.0
134 760 2.0
134 903 2.0
134 944 2.0
134 972 1.0
134 1464 2.0
134 1474 5.0
134 1664 1.0
135 3 3.0
135 18 7.0
135 71 1.0
135 112 1.0
135 207 1.0
135 339 2.0
135 574 1.0
135 633 1.0
135 1136 1.0
136 3 1.0
136 7 1.0
136 9 1.0
136 12 5.0
136 21 6.0
136 87 19.0
136 119 3.0
136 123 16.0
136 125 5.0
136 130 5.0
136 131 3.0
136 172 1.0
136 175 1.0
136 280 1.0
136 295 4.0
136 303 1.0
136 316 1.0
136 332 1.0
136 334 1.0
136 337 3.0
136 347 4.0
136 447 16.0
136 451 1.0
136 461 11.0
136 468 1.0
136 480 2.0
136 519 5.0
136 521 3.0
136 540 1.0
136 555 1.0
136 599 1.0
136 639 3.0
136 646 8.0
136 736 13.0
136 748 1.0
136 797 1.0
136 824 2.0
136 829 1.0
136 850 2.0
136 895 6.0
136 903 7.0
136 921 1.0
136 967 10.0
136 978 4.0
136 985 4.0
136 993 1.0
136 1028 10.0
136 1089 1.0
136 1113 2.0
136 1324 1.0
136 1410 3.0
136 1471 1.0
136 1521 1.0
136 1583 1.0
136 1670 1.0
136 1706 1.0
136 1759 1.0
137 25 8.0
137 77 2.0
137 98 2.0
137 208 1.0
137 796 1.0
137 1036 1.0
137 1037 1.0
137 1198 6.0
138 2 1.0
138 5 3.0
138 6 4.0
138 10 1.0
138 50 4.0
138 51 2.0
138 58 1.0
138 77 1.0
138 82 1.0
138 101 1.0
138 105 1.0
138 125 2.0
138 161 1.0
138 280 1.0
138 285 2.0
138 310 2.0
138 318 2.0
138 338 1.0
138 344 2.0
138 351 1.0
138 363 2.0
138 407 1.0
138 431 1.0
138 453 2.0
138 461 5.0
138 462 3.0
138 517 1.0
138 543 1.0
138 557 1.0
138 586 1.0
138 624 2.0
138 633 1.0
138 647 3.0
138 652 1.0
138 675 1.0
138 717 3.0
138 731 1.0
138 794 1.0
138 951 3.0
138 973 2.0
138 1038 1.0
138 1039 2.0
138 1050 1.0
138 1212 1.0
138 1277 1.0
138 1405 1.0
138 1510 2.0
138 1762 1.0
139 120 1.0
139 128 1.0
139 317 3.0
140 5 1.0
140 83 2.0
140 89 1.0
140 125 3.0
140 274 1.0
140 344 3.0
140 365 1.0
140 521 1.0
140 632 4.0
140 800 3.0
140 951 1.0
140 979 11.0
140 1113 2.0
140 1449 1.0
140 1770 1.0
140 1771 1.0
141 83 1.0
141 142 1.0
141 194 2.0
141 594 1.0
141 811 4.0
142 5 3.0
142 7 13.0
142 62 3.0
142 70 3.0
142 124 1.0
142 208 1.0
142 484 1.0
142 519 1.0
142 641 2.0
142 715 1.0
142 846 1.0
142 1110 2.0
142 1681 1.0
142 1775 1.0
142 1776 1.0
143 19 2.0
143 39 2.0
143 51 4.0
143 58 2.0
143 59 2.0
143 81 1.0
143 87 2.0
143 91 1.0
143 92 1.0
143 95 2.0
143 104 2.0
143 107 2.0
143 123 10.0
143 125 3.0
143 266 1.0
143 307 1.0
143 322 2.0
143 328 1.0
143 332 1.0
143 334 1.0
143 337 1.0
143 344 4.0
143 357 1.0
143 396 1.0
143 461 1.0
143 464 1.0
143 535 1.0
143 552 1.0
143 598 1.0
143 613 1.0
143 628 1.0
143 663 1.0
143 667 2.0
143 748 5.0
143 764 1.0
143 781 3.0
143 833 1.0
143 888 1.0
143 945 1.0
143 951 3.0
143 989 1.0
143 1078 1.0
143 1086 1.0
143 1111 1.0
143 1233 1.0
143 1290 1.0
143 1356 2.0
143 1402 1.0
143 1704 2.0
143 1736 1.0
144 19 2.0
144 142 1.0
144 519 2.0
144 553 1.0
144 810 5.0
144 1037 2.0
144 1066 1.0
144 1681 1.0
145 75 5.0
145 77 7.0
145 83 8.0
145 84 21.0
145 93 2.0
145 114 10.0
145 123 1.0
145 125 3.0
145 134 4.0
145 138 1.0
145 144 1.0
145 232 3.0
145 248 1.0
145 274 1.0
145 316 1.0
145 325 18.0
145 329 2.0
145 332 5.0
145 336 18.0
145 337 1.0
145 341 2.0
145 344 3.0
145 352 26.0
145 357 1.0
145 359 2.0
145 371 4.0
145 373 1.0
145 378 1.0
145 403 2.0
145 442 3.0
145 446 1.0
145 447 2.0
145 451 2.0
145 453 1.0
145 461 6.0
145 470 1.0
145 480 2.0
145 486 1.0
145 503 2.0
145 516 1.0
145 543 3.0
145 548 2.0
145 557 1.0
145 587 1.0
145 628 2.0
145 631 1.0
145 632 3.0
145 636 3.0
145 637 10.0
145 646 1.0
145 651 1.0
145 652 3.0
145 697 1.0
145 736 2.0
145 748 1.0
145 756 4.0
145 762 8.0
145 773 1.0
145 800 11.0
145 821 2.0
145 890 1.0
145 916 1.0
145 951 3.0
145 980 6.0
145 989 2.0
145 1038 3.0
145 1113 7.0
145 1157 7.0
145 1165 7.0
145 1188 1.0
145 1246 1.0
145 1280 3.0
145 1477 1.0
145 1779 1.0
145 1780 1.0
146 5 1.0
146 7 2.0
146 18 3.0
146 36 7.0
146 43 4.0
146 51 1.0
146 70 4.0
146 80 18.0
146 98 5.0
146 142 1.0
146 155 1.0
146 164 1.0
146 165 2.0
146 209 2.0
146 237 4.0
146 244 1.0
146 343 1.0
146 366 1.0
146 631 15.0
146 644 1.0
146 652 9.0
146 699 7.0
146 780 4.0
146 796 1.0
146 807 5.0
146 857 1.0
146 1036 2.0
146 1406 3.0
146 1673 2.0
148 5 2.0
148 36 24.0
148 52 4.0
148 145 1.0
148 246 8.0
148 641 1.0
148 804 1.0
148 905 1.0
150 5 2.0
150 62 1.0
150 65 2.0
150 242 7.0
150 270 2.0
150 367 2.0
150 445 12.0
150 482 8.0
150 641 23.0
150 950 1.0
150 966 1.0
150 1145 2.0
150 1406 2.0
150 1442 1.0
150 1747 1.0
150 1785 1.0
151 21 22.0
151 59 2.0
151 140 3.0
151 266 1.0
151 457 1.0
151 639 1.0
151 659 1.0
151 697 35.0
151 775 2.0
151 785 19.0
151 1044 1.0
151 1070 2.0
152 128 4.0
152 1720 1.0
153 7 1.0
153 244 1.0
153 332 2.0
154 58 2.0
154 226 3.0
154 608 1.0
154 810 3.0
154 821 2.0
154 978 2.0
154 1001 1.0
154 1532 2.0
155 5 5.0
155 9 1.0
155 16 1.0
155 18 7.0
155 37 8.0
155 42 2.0
155 43 3.0
155 44 1.0
155 48 1.0
155 52 5.0
155 71 10.0
155 72 3.0
155 83 5.0
155 84 1.0
155 85 3.0
155 87 2.0
155 92 7.0
155 104 1.0
155 107 3.0
155 116 2.0
155 122 4.0
155 133 3.0
155 150 1.0
155 167 1.0
155 197 2.0
155 205 6.0
155 211 2.0
155 212 3.0
155 218 2.0
155 233 2.0
155 244 2.0
155 316 3.0
155 336 1.0
155 340 26.0
155 341 9.0
155 342 1.0
155 352 2.0
155 380 1.0
155 381 7.0
155 447 1.0
155 448 3.0
155 461 1.0
155 462 1.0
155 467 1.0
155 493 1.0
155 575 9.0
155 576 18.0
155 609 2.0
155 627 2.0
155 645 1.0
155 650 1.0
155 659 2.0
155 699 7.0
155 760 2.0
155 774 4.0
155 786 2.0
155 795 3.0
155 810 1.0
155 814 8.0
155 832 9.0
155 842 1.0
155 865 2.0
155 944 1.0
155 945 8.0
155 949 1.0
155 962 1.0
155 963 1.0
155 968 1.0
155 978 2.0
155 1004 3.0
155 1012 1.0
155 1043 1.0
155 1046 1.0
155 1117 1.0
155 1156 6.0
155 1198 1.0
155 1289 2.0
155 1302 3.0
155 1306 1.0
155 1405 16.0
155 1472 1.0
155 1554 1.0
155 1581 1.0
155 1644 2.0
155 1653 2.0
155 1798 1.0
155 1800 2.0
156 3 4.0
156 5 1.0
156 28 3.0
156 38 24.0
156 55 2.0
156 83 1.0
156 146 10.0
156 232 3.0
156 247 2.0
156 266 3.0
156 274 1.0
156 310 2.0
156 316 2.0
156 332 1.0
156 335 2.0
156 337 2.0
156 343 2.0
156 369 4.0
156 387 1.0
156 415 1.0
156 429 1.0
156 528 1.0
156 545 1.0
156 631 3.0
156 633 3.0
156 651 8.0
156 658 2.0
156 736 1.0
156 773 1.0
156 964 1.0
156 1028 7.0
156 1170 1.0
156 1538 1.0
156 1802 2.0
157 7 1.0
158 456 6.0
158 599 1.0
158 610 1.0
159 3 2.0
159 24 4.0
159 45 1.0
159 116 2.0
159 228 2.0
159 337 1.0
159 381 1.0
159 473 1.0
159 474 1.0
159 699 1.0
159 771 3.0
159 926 3.0
159 1426 3.0
159 1805 1.0
160 137 3.0
160 377 1.0
160 1043 1.0
161 7 3.0
161 41 1.0
161 125 4.0
161 468 1.0
161 476 1.0
161 775 2.0
161 942 1.0
161 951 5.0
161 984 1.0
161 1605 1.0
161 1644 1.0
161 1778 1.0
162 3 2.0
162 18 10.0
162 36 27.0
162 65 6.0
162 68 1.0
162 77 2.0
162 82 14.0
162 94 2.0
162 136 9.0
162 202 1.0
162 254 18.0
162 387 17.0
162 445 1.0
162 496 8.0
162 599 1.0
162 719 2.0
162 786 2.0
162 905 1.0
162 954 13.0
162 1177 2.0
162 1376 2.0
162 1810 1.0
163 28 12.0
163 65 1.0
163 155 2.0
163 270 1.0
163 595 2.0
163 599 1.0
163 658 2.0
163 787 15.0
164 67 1.0
164 142 2.0
164 155 5.0
164 218 2.0
164 313 4.0
164 366 1.0
164 377 8.0
164 633 6.0
165 77 1.0
165 93 1.0
166 1430 1.0
167 5 1.0
167 43 2.0
167 50 9.0
167 81 1.0
167 98 1.0
167 105 1.0
167 108 2.0
167 228 4.0
167 344 4.0
167 355 3.0
167 373 1.0
167 383 1.0
167 468 3.0
167 599 3.0
167 694 5.0
167 695 1.0
167 887 1.0
167 918 2.0
167 949 2.0
167 978 3.0
167 1316 3.0
167 1510 1.0
167 1670 2.0
168 77 4.0
168 121 10.0
168 840 2.0
168 1543 1.0
169 7 2.0
169 280 2.0
169 447 1.0
169 481 1.0
169 781 4.0
170 1004 1.0
171 786 1.0
172 5 3.0
172 42 2.0
172 71 3.0
172 155 2.0
172 458 1.0
172 578 1.0
172 699 4.0
172 876 2.0
172 1825 1.0
173 1004 2.0
174 3 3.0
174 447 7.0
174 1115 5.0
174 1158 2.0
175 3 1.0
175 24 10.0
175 38 1.0
175 55 40.0
175 131 3.0
175 156 6.0
175 200 1.0
175 203 1.0
175 270 2.0
175 385 1.0
175 494 1.0
175 498 3.0
175 587 2.0
175 601 3.0
175 621 3.0
175 672 3.0
175 717 1.0
175 874 1.0
175 905 1.0
175 954 3.0
175 1209 3.0
175 1857 2.0
176 3 4.0
176 5 6.0
176 1204 2.0
177 354 8.0
177 583 4.0
177 958 1.0
177 1660 3.0
177 1718 1.0
178 3 1.0
178 50 3.0
178 55 4.0
178 65 2.0
178 138 1.0
178 146 3.0
178 164 1.0
178 381 1.0
178 385 2.0
178 576 2.0
178 631 1.0
178 774 4.0
178 778 6.0
178 857 4.0
178 889 2.0
178 1015 1.0
178 1054 1.0
178 1108 3.0
178 1170 1.0
178 1280 1.0
178 1363 2.0
178 1765 1.0
181 1214 1.0
184 3 6.0
184 6 4.0
184 8 4.0
184 12 1.0
184 24 1.0
184 28 2.0
184 38 3.0
184 45 1.0
184 51 1.0
184 65 2.0
184 87 8.0
184 105 4.0
184 129 1.0
184 134 1.0
184 137 2.0
184 150 12.0
184 163 1.0
184 172 4.0
184 175 2.0
184 178 14.0
184 209 3.0
184 268 2.0
184 290 1.0
184 295 13.0
184 302 11.0
184 319 2.0
184 330 19.0
184 332 2.0
184 335 15.0
184 337 1.0
184 343 3.0
184 349 2.0
184 359 1.0
184 367 2.0
184 371 3.0
184 381 3.0
184 382 1.0
184 383 6.0
184 387 2.0
184 388 31.0
184 390 4.0
184 395 2.0
184 407 1.0
184 412 3.0
184 418 4.0
184 420 13.0
184 421 1.0
184 424 2.0
184 430 3.0
184 449 3.0
184 461 7.0
184 465 1.0
184 466 1.0
184 467 2.0
184 472 1.0
184 474 1.0
184 478 1.0
184 480 4.0
184 493 1.0
184 502 11.0
184 509 1.0
184 533 23.0
184 534 1.0
184 545 3.0
184 548 7.0
184 552 4.0
184 558 1.0
184 574 1.0
184 575 1.0
184 612 2.0
184 630 1.0
184 633 1.0
184 645 1.0
184 661 1.0
184 669 1.0
184 673 1.0
184 675 1.0
184 736 1.0
184 748 2.0
184 757 1.0
184 773 2.0
184 775 3.0
184 784 1.0
184 789 6.0
184 895 1.0
184 901 3.0
184 926 1.0
184 978 1.0
184 979 9.0
